review_text_clean,sentimen
mantepp udah pake dana transfer beli pulsa murah moga promo,positif
aplikasi dana mantap transaksi mudah aman beli pulsa ya promo,positif
tolong min aktif fitur dana cicil,netral
gagal pake qris aja gambar mhon baik,negatif
suka pakai aplikasi bagus cuman bingung fitur dana instan muncul pakai aplikasi transaksi aplikasi tolong timbang fitur dana instan muncul terima kasih,positif
gimana sih dana duit gua k k korupsi banget gua ga ngerasa ngelakuin transaksi klo gua ngelakuin transaksi butuh kode bayar gua lakuin bayar pas gua lapor nya proses sampe kerja dah,negatif
bantu yg transaksi nominal bebas terimakasih urus dana,netral
butuh dana cicil,netral
aplikasi dana dukung bayar globale bayar globale aplikasi dana terima notifikasi email,netral
pakai dana jd praktiss,netral
gak bawa dompet praktis gak ribet,negatif
layan nya bagus,positif
stop using dana,netral
aplikasi bantu layan cepat tp fitur pay later muncul,positif
aplikasi ribet syarat penuh butuh fitur dana cicil ribet nya ampun hubung ana nya selesai robot sial,negatif
mending pake dana bos aplikasi tipu masak udah tf rekening mutasi udah hasil uang gk masuk rekening inti mending gk dowload nyesel,negatif
apk lot kalah gpqy rating layan fitur super lot,netral
nyaman transaksi pakai dana,netral
dana cicil ga muncul udah tahun ajuinnya,negatif
kecewa apk dana yg ribet habis update ga masuk kecewa tanggap,negatif
ga masuk loging mulu,negatif
tolong masuk akun nomor aktif tolong baharu,netral
dana aman bantu,positif
kl dana cicil aktif dibgunakan bintang,netral
bagus cepat g uang tf fan,positif
aplikasi ga ga masuk akun dana perihal no nya aktif saldo nyaa,negatif
aktif fitur dana instant akun dana,netral
gak premium udah sesuai ktp,positif
bagus apk nya pokok baik,positif
batu transaksi rumah,netral
min tolong ko dana ga buka ya,negatif
banyak fee potong males,netral
dana baru gin sih transaksi gak udah coba kali kali aja tolong baik update dana bug terimakasih ya,negatif
jelekk gak aman banget uang habis bobol orang,netral
dana bantu banget ribet,netral
kecewa aplikasi dana promo cashback beli pulsa tdk kunjung terima beli voucher pulsa aplikasi a reward tdk hangus voucher pulsa ingat hati hati aplikasi dana percaya komentar negatif orang aplikasi dana alam,positif
aplikasi login akun muncul layar hitam,netral
dana update login tolong baik cepat karna dana alami ga login clear cache data update restart hp hapus dana install ulang ga login dana masalah update versi baru ga login,negatif
dompet digital keren,positif
pasang dana cicil,netral
server dana gimana traksaksi loading sinyal lancar tolong baik,netral
ribet mending pindah,negatif
bos dana cicil aju limit ya tolong bos,netral
keren praktis cepat,positif
halo kak guna dana premium tari saldo dana plus saldo dana gagal nominal rp saldo proses aplikasi update muncul pesan gagal mohon bantu kece buka tari terima kasih,negatif
mantap kirim cepat,positif
masalah sistem top up shopeepay,positif
transfer guys transaksi gagal saldo lu kurang dana tanggung tolong itikad baik,negatif
premium dana cicil gak,negatif
tolong hilangin teransaksi tolak menggangu pel dana kon,netral
blum dana cicil kalo dana cicil mantap,positif
bagus nabung transfer bank rekening,positif
update versi baru bikin geram aja dana login verifikasi wajah proses update versi baru mudah sulit,netral
cocok transaksi jual beli,netral
dana bagus uang sayq krmbali suka bobol trus,positif
fasiltas customer nya jelek sedia chatbot tau sulit kirim dana terima dana,negatif
aplikasi monyet udah tahun pake dana gapernah muncul dana cicil sampah transaksi bulan gapernah henti gapernah muncul apk anjg,negatif
mudah operasi y ap aj,positif
bantun traksaksi cepet mudah makasih,positif
jaga akun ku ya,netral
aplikasi bantu mudah guna sayang q ris sandi,positif
suka aplikasi dana,positif
bagus ngecewain langgan otw copot update m mulu hbsin kuota otw hapus atuh,netral
qr pakai ovo hasil knp dana qr nya masuk tolong dana ngalir mana woy,netral
bagus jujur amanlagi,positif
susah daftar dana bisnis data foto usaha tampil,negatif
bagus is the best,positif
akun bisnis dana buka min,netral
tolong proteksi aman uang ilang loh tiba potong rb tambah jajan pas ngirim udh sisa rb kesel bangat g udh kali kaya gin loh dana proteksi aman kalo g percaya kirim bukti,positif
tolong ketat aman nya keluarga kirim uang uang akun hilang tagih tahu tagih apa tolong proteksi tambah uang butuh tesdot verifikasi tagih uang hilang tolong balik kecewa aplikasi,negatif
update baru aplikasi delay gagal buka fitur lancar moga baik bug nya,negatif
tolong dtangani admin dana woy uda brp keluh gw gk direspon akun gw gk bs transfer data nomor yg jgn oper suruh gw lapor ana ana kn bot aneh aneh aja muak gw sm dana,negatif
simpel efisien bantu,positif
bagus banget nyamn bangt,positif
ga fitur dana cicil,negatif
mula seperti aplikasi mudah ku kirim uang belanja online,positif
nya gak bonusn ana,negatif
aju tambah limit pinjam dana tunai,netral
kesini turun kerja,netral
dana sulit ganti no enak ganti no gk pakai otp ribet mati nomor ana ngk nunggu aja ngk nyampek gimana nih ganti nomor klw tau seribet gin ngk daftar dana premium,negatif
ga dana ilang ribu,negatif
nomer hp hilang lupa udah verifikasi pakai ktp gimana nih min ken bikin akun pakai nomer tp ktp nya gx pakai gimna dongg,negatif
bantu mudah oprasikan,positif
aplikasi dana buka,netral
ga ambil dana cicil,negatif
apk busuh mudah hack orang mending pake dana,netral
aplikasi dana alhmdulilah sya brilink kirim uang keluarga,netral
update dana tdk buka tdk bsa login,netral
mantap moga aman jaga,positif
dana cicil gk aktif guna serinb transaksi pakai dana,netral
apk aman bikin saldo ga bukti udah minggu ga kirim aja colong gimana apk,negatif
moga menu dana cicil akses,netral
slow respon banget blokir beku akun dana hp hilang hp nomor hilang suruh hapus akun play store coba minta kode otp orang hp hilang nomor telepon nya,negatif
tolong aktif fitur dana instan akun dana,positif
skali bantu gratis bulan,positif
bugnya payah susah pake aplikasi ga,negatif
aplk dana udah download pas masuk nomor hp ga masuk,negatif
gua kirim temen gua dana masuk udah jam an lapor ana gak ad bukti hedehh pusing bet keluarga gak enak ngomong nya dah emang bagus gopay gak pake ribet,negatif
beli emas digital aplikasi dana beli nya gmpang jual nya susah bangat chat aplikasi nya transaksi sibuk iya jam sibuk trus,negatif
mudah cepat aman,positif
buruk saldo hilang,negatif
seauai aplikasi yg nyaman,netral
aplikasi dana mudah hack aman aplikasi waspada guna dana,positif
oke bgt transaksi uang gratis admin,positif
aplikasi jelek dana buka kode otp sandi privikasi wajah,negatif
akun fitur dana cicil langgan lengkap data lain,netral
mudahn kendala lg fitur pin bayar d kuat sih,netral
lupa pin proses reset pin ribet banget,negatif
masuk akun susah banget aneh kenpa ya nya coba,negatif
dana cicil buka pending dana cicil pas buka tolong bantu,negatif
aplikasi pending dana kirim salam,negatif
dana ak buka derek s ak dwnlod,netral
dana knp ya hp vivo y tolong bantu ka biar,netral
tolong developer dana sya sedia dana cicil tolong bantu dana cicil sedia,netral
kecewa sih dana instan ama cicil nya mulu,netral
dana cicil tolong tampil,netral
buka aplikasi login henti,netral
apk nya bantu,netral
uang tdk bs ambil aplikasi hubung ktp sy rusak hrus nunggu ktp uang bs ambil,netral
burik nyusahin orang hilang saldo tarik,negatif
mudah gaya hidup,positif
mudah ngak ribet,positif
muncul dana cicil gmn,netral
dana cicil blm muncul,netral
kk mohon bantu dana cicil sy bs sy lm menggukan app dana,netral
dana cicil gk fungsi pafahal bayar cicil,netral
cs nya gak profesional balas chat langsung memberika solusi kacau cs nama wisnu deka gak layak dijadiin cs,negatif
tolong aktif dana cicil nya,netral
mudah transaksi cepat akurasi,positif
moga depan aplikasi dana bagus fitur dana cicil cepat muncul,positif
dana cicil ngak muncul udah tahun pakai dana aktip transaksi,netral
bagus memba ntu,positif
mantap mudah transaksi,positif
dana ku macet sulit operasi maksud aplikasi sebal isi stres,negatif
kecewa uang tarik fitur dana goals mohon baik uang tarik,negatif
dana pinjam lah yaa padahl tagih lunas,netral
sulit pindah akun live chat budeg jawab gak relevan solusi gak,negatif
kasih bintang biar dana cicil nya cepet muncul,netral
fitur dana cicl,netral
dana klo ga sanggup jdi apk tolol tf proses bgt ilang ga tau ambil google ga play store ga langgan pin akun ga kasih tau orang bisa duit ilang ga logis bgt,negatif
beli saldo emany dana hilang mulu ya uang ga masuk tp dana dah kosong,negatif
pake dana mantab,positif
aplikasi lot lihat riwayat transaksi susah ampun ga kaya apk lihat riwayat enak banget,negatif
pindah akun dana aja susah banget pdhl no aktif masuk akun g karna kode otp akun mash sisa saldo nya tolong bantu cs dana,negatif
dana cicil gagal dlm proses aktifasi,negatif
saran bayar apa sistem suka eror,positif
pakai dana ga fitur dana cicil nya transaksi pakai dana ah gak keren nih dana pelit kasih,negatif
moga lancar depan,positif
andai fitur ganggu dana bagus,positif
bagus akun dana cicil,positif
transfer masuk tpi udah tarik aktivitas nya gimana saldo tarik,netral
apl tdk buka diupdate knpa,netral
x transaksi qris saldo nyangkut k k k ngeri ewalley,negatif
aplikasi ribet bangett masuk akun nomer aktif susahbanget ya ampun,negatif
dana bisnis ya kak akun sy ko ga buka yaa coba tlvn call center saran copot pasang akun muncul tulis kendala coba yuk minggu gimana ya solusi,negatif
limit dana cicil pakai tlg bantu,netral
tolong baik aman transaksi saldo potong rugi juta tindak dana,positif
ganti no ribet nya ampun ganti no no salah nya no nya daftar tp aktivasi tp suruh ganti no yg daftar ribet bgt identitas pegang ribet njirr,negatif
aplikasi gampang bobol,positif
akun dana nya blom dana paylater nya yah min,positif
ken rubah dana premium dana cicil,positif
aman bobol hack,positif
aplikasi ribet pin mas verifikasi wajah udah habis mas otp nomor aktif gimana otpnya ribet susah pake aplikasi,negatif
gratis transfer klo banyak gan,positif
dana cicil g udah lunas,netral
heran guna lma dana dana cicil blom ya aneh bener dana pilih kasihk beda daftar udh dikasihk aja dana cicil gk,netral
baik paylaternya sayang rangin trus limit,netral
mohon beritahukan cari nomor hp aktif lengkap nomor hp nomor hp,netral
kenap pake hp samsung j prim layar item gak login,negatif
aplikasi bantu transaksi top up terimakasih rekomendasi apk,positif
ngasih bintang karna ngk fitur dana cicilanya,netral
gakk muncul dana cicil,netral
barcode qris cetak tunggu,netral
muas proses cepat,positif
aplikasi nya mudah transaksi tabung dll pokok the best aplikasi,positif
app story alam instalasi applikasi ulas coba meng instalasi deteksi applikasi alam tarik applikasi terimakasih dukung ddan partisipasi i,netral
akun d buka no aktif verifikasi wajah ga saldo juta ambil uang aja kayak curi buka pakai kode no susah masuk,negatif
dana cicil gak buka cuman mentok logo putih gimana sih,negatif
no aktip sulit dapat verifikasi via no susah nya bantu dapat verifikasi,negatif
senang dgn aplikasih dana mudah,positif
atas mas nasabah dana dana tranfer k bank blm tranfer,netral
nyaman dana mudah praktis,positif
login no hilang,negatif
aplikasi bagus aktif dana cicil mohon bantuanya,positif
bantu admin nya gede bngt,netral
bagus aplikasi dana suka aplikasi terimakasih,positif
matap bantu dana,netral
saldo sya gk msuk kk,netral
smoga buka dana cicil,netral
fitur dana cicil transaksi,netral
sayang fitur dana cicil nya,netral
suka aplikasi cepet aman,positif
pakai dana dr tahun bagus,positif
aplikasi yh gak masak gak baru fitur apk,negatif
aplikasi dana tdk bsa buka,netral
ribet kirim uang pakek kode otp,negatif
dana cicil gak aktif aktif gimana sih,negatif
aplikasi dana sial janji fitur dana paylater dana cicil tunggu tunggu akan aplikasi guna transaksi puluh emang dasar aplikasi dana sial php pikir sanggup lunas transaksi lebih limit lucu aplikasi sekian transaksi limit ya bantu,positif
akun premium transaksi pake dana fitur dana cicil akun dana,positif
enak pakai transaksi moga aman,positif
tranfer dri tgl desember d proses tru,netral
dana ga pake dana cucill nya ap kendala nya nih,negatif
masuk aplikasi dana masuk udah suruh masuk pin,netral
guna setia apk knp fitur yg tdk muncul knp dana cicil tdk cb,netral
suka mudah transaksi,positif
topup bca kendana udah hasil tp ga masuk saldo mnta saran live chat tp ga koperatif,negatif
dana login sore bagus aja udah install ulang kali kecewa,netral
fitur dana cicil gak muncul,negatif
dana fitru dana cicil aju,netral
dana bantu transaksi bantu kirim uang simpan uang transaksi laku aplikasi,netral
bagus mudah transaksi promo moga tahan,positif
ribet masuk akun dana poto pakai pin dana,negatif
knpa aktifitas transaksi lengkap baru jdi anehh,netral
gampang banget transaksi mana,positif
ya aplikasi muncul dana cicil limit transaksi dana lumayan gede juta,positif
pitur dana instan,positif
good jobb tingkat aman transaksi,positif
mantapp praktiss sukses app dana,positif
transfer cepet gk pake dana cicil,netral
aktifin dana cicil,netral
aplikasi jelek gue gk langgan duit gue gilir kembali uang gak,negatif
dana buka alas sampah hp hapus nya gk buka gmna saldo yg,negatif
makasih pitur dana cicil nya muncul,netral
min ga login dana si yah,negatif
saldo ku hilang dr dana konfirmasi pusat bantu org gak ad ngirim pusat bobol saldo org kapok isi saldo dana,negatif
bagus bantu tolong limit,positif
terimakasih dana baik transaksi,netral
dana cicil sya sedia cicil lunas limit,netral
mantap kern guna,positif
kecewa akun hp alasanya akun tangguh buka hp jdi males pakai dana,negatif
gak adain pitur hapus kotak masuk y min,negatif
jelek duit gw sedot trs pake aplikasi,negatif
walet jelek suda premium berteransaksi dana dana cicil gak muncul saran mending dwonload walet aja,negatif
bagus mantap mudah paham,positif
alo admin aplikasi dana pakai fitur dana imbal hasil syariah kandung riba,netral
bantu sy dg cepat,positif
praktis dana belanja duit hp saldo dana,positif
masuk program beta,netral
kecewa dana cicil fungsi tagih lunas,negatif
sangan mudah simpel,positif
aplikasi nama nya cuan gitu ga login no hangus kemaren pake cuman verifikasi wajah ott tau g otp ga buka hebat republik kapitalis aplikasi dn mudah moga turun jmlh langgan nya hidup dana ges paeh mang dana lembur aing mh,positif
dg dana lancar blm nikmat dana kaget,positif
yah oppo a gk bsa buka karna ram nya gk bsa buka,netral
dana cicil g buka muncul,netral
cepat nyampe uang nya,positif
aplikasi dana susah fitur dana cicil mending hapus aja fitur dana cicil nya,negatif
transaksi gimna ya kak,netral
guna nya mudah aktifin fitur dana cicil sulit aktivasi,positif
kasih bintang syarat ngga buka akun dana premium dinkarenakan hp ilang maling nomer dana nya pas login suruh kode otp trus ngga login klw kode otp nya kartu nya hilang tolong bantu nya klw gmail nya,negatif
lumayan tppi sayang dana instan nggk muncul muncul,positif
aplikasi ribet susah masuk akun perihal nomor hilang wajah kode kaya aplikasi mudah baik pas perihal nomor hilang,negatif
